Subject,Predicate W/ Prepositions,Object Subtree,Object,Predicate,Sentence,Parse Tree
They,are ,universal symbols of renewal and,symbols,are,they are universal symbols of renewal and,"[('They', 'nsubj', 'PRON', []), ('are', 'ROOT', 'VERB', [They, symbols]), ('universal', 'amod', 'ADJ', []), ('symbols', 'attr', 'NOUN', [universal, of]), ('of', 'prep', 'ADP', [renewal]), ('renewal', 'pobj', 'NOUN', [and]), ('and', 'cc', 'CCONJ', [])]"
they,are ,creatures at the gateway to new consciousness,creatures,are,"the dead ; thus , THEY are creatures at the gateway to new consciousness .","[('the', 'det', 'DET', []), ('dead', 'ccomp', 'ADJ', [the]), (';', 'punct', 'PUNCT', []), ('thus', 'advmod', 'ADV', []), (',', 'punct', 'PUNCT', []), ('they', 'nsubj', 'PRON', []), ('are', 'ROOT', 'VERB', [dead, ;, thus, ,, they, creatures, .]), ('creatures', 'attr', 'NOUN', [at, to]), ('at', 'prep', 'ADP', [gateway]), ('the', 'det', 'DET', []), ('gateway', 'pobj', 'NOUN', [the]), ('to', 'prep', 'ADP', [consciousness]), ('new', 'amod', 'ADJ', []), ('consciousness', 'pobj', 'NOUN', [new]), ('.', 'punct', 'PUNCT', [])]"
serpent,is ,a universal companion to goddesses,companion,is,the SERPENT also is a universal companion to goddesses and,"[('The', 'det', 'DET', []), ('serpent', 'nsubj', 'NOUN', [The]), ('also', 'advmod', 'ADV', []), ('is', 'ROOT', 'VERB', [serpent, also, companion, and]), ('a', 'det', 'DET', []), ('universal', 'amod', 'ADJ', []), ('companion', 'attr', 'NOUN', [a, universal, to]), ('to', 'prep', 'ADP', [goddesses]), ('goddesses', 'pobj', 'NOUN', []), ('and', 'cc', 'CCONJ', [])]"
serpent,is ,"a potent symbol of healing , which also is part of the transformation process",symbol,is,"the SERPENT is a potent symbol of healing , which also is part of the transformation process .","[('The', 'det', 'DET', []), ('serpent', 'nsubj', 'NOUN', [The]), ('is', 'ROOT', 'VERB', [serpent, symbol, .]), ('a', 'det', 'DET', []), ('potent', 'amod', 'ADJ', []), ('symbol', 'attr', 'NOUN', [a, potent, of, ,, is]), ('of', 'prep', 'ADP', [healing]), ('healing', 'pobj', 'NOUN', []), (',', 'punct', 'PUNCT', []), ('which', 'nsubj', 'ADJ', []), ('also', 'advmod', 'ADV', []), ('is', 'relcl', 'VERB', [which, also, part]), ('part', 'attr', 'NOUN', [of]), ('of', 'prep', 'ADP', [process]), ('the', 'det', 'DET', []), ('transformation', 'compound', 'NOUN', []), ('process', 'pobj', 'NOUN', [the, transformation]), ('.', 'punct', 'PUNCT', [])]"
Asclepius,appears in,healing,healing,appears,"asclepius , the greek god of healing , appears in the form of a serpent , and","[('Asclepius', 'nsubj', 'PROPN', [,, god]), (',', 'punct', 'PUNCT', []), ('the', 'det', 'DET', []), ('Greek', 'amod', 'ADJ', []), ('god', 'appos', 'NOUN', [the, Greek, of]), ('of', 'prep', 'ADP', [healing]), ('healing', 'pobj', 'NOUN', []), (',', 'punct', 'PUNCT', []), ('appears', 'ROOT', 'VERB', [Asclepius, ,, in, ,, and]), ('in', 'prep', 'ADP', [form]), ('the', 'det', 'DET', []), ('form', 'pobj', 'NOUN', [the, of]), ('of', 'prep', 'ADP', [serpent]), ('a', 'det', 'DET', []), ('serpent', 'pobj', 'NOUN', [a]), (',', 'punct', 'PUNCT', []), ('and', 'cc', 'CCONJ', [])]"
it,was ,these temples,temples,was,"dream experiences were an integral part of the healing therapies at these temples ; IT was especially good to dream of serpents , because IT portended healing .","[('Dream', 'compound', 'NOUN', []), ('experiences', 'nsubj', 'NOUN', [Dream]), ('were', 'ccomp', 'VERB', [experiences, part]), ('an', 'det', 'DET', []), ('integral', 'amod', 'ADJ', []), ('part', 'attr', 'NOUN', [an, integral, of, at]), ('of', 'prep', 'ADP', [therapies]), ('the', 'det', 'DET', []), ('healing', 'compound', 'VERB', []), ('therapies', 'pobj', 'NOUN', [the, healing]), ('at', 'prep', 'ADP', [temples]), ('these', 'det', 'DET', []), ('temples', 'pobj', 'NOUN', [these]), (';', 'punct', 'PUNCT', []), ('it', 'nsubj', 'PRON', []), ('was', 'ROOT', 'VERB', [were, ;, it, good, ,, portended, .]), ('especially', 'advmod', 'ADV', []), ('good', 'acomp', 'ADJ', [especially, to]), ('to', 'prep', 'PART', [dream]), ('dream', 'pobj', 'VERB', [of]), ('of', 'prep', 'ADP', [serpents]), ('serpents', 'pobj', 'NOUN', []), (',', 'punct', 'PUNCT', []), ('because', 'mark', 'ADP', []), ('it', 'nsubj', 'PRON', []), ('portended', 'advcl', 'VERB', [because, it, healing]), ('healing', 'dobj', 'NOUN', []), ('.', 'punct', 'PUNCT', [])]"
caduceus,is ,a symbol of enlightenment and,symbol,is,the CADUCEUS is a symbol of enlightenment and,"[('The', 'det', 'DET', []), ('caduceus', 'nsubj', 'NOUN', [The]), ('is', 'ROOT', 'VERB', [caduceus, symbol]), ('a', 'det', 'DET', []), ('symbol', 'attr', 'NOUN', [a, of]), ('of', 'prep', 'ADP', [enlightenment, and]), ('enlightenment', 'pobj', 'NOUN', []), ('and', 'cc', 'CCONJ', [])]"
Five,are ,spiritual in nature,spiritual,are,five are spiritual in nature and,"[('Five', 'nsubj', 'NUM', []), ('are', 'ROOT', 'VERB', [Five, spiritual, and]), ('spiritual', 'acomp', 'ADJ', [in]), ('in', 'prep', 'ADP', [nature]), ('nature', 'pobj', 'NOUN', []), ('and', 'cc', 'CCONJ', [])]"
two,are ,carnal,carnal,are,TWO are carnal .,"[('two', 'nsubj', 'NUM', []), ('are', 'ROOT', 'VERB', [two, carnal, .]), ('carnal', 'acomp', 'ADJ', []), ('.', 'punct', 'PUNCT', [])]"
demons,are ,1,1,are,their DEMONS are as follows :   1 .,"[('their', 'poss', 'ADJ', []), ('demons', 'nsubj', 'NOUN', [their]), ('are', 'ROOT', 'VERB', [demons, follows, .]), ('as', 'mark', 'ADP', []), ('follows', 'advcl', 'VERB', [as, :, 1]), (':', 'punct', 'PUNCT', [ ]), (' ', '', 'SPACE', []), ('1', 'dobj', 'NUM', []), ('.', 'punct', 'PUNCT', [])]"
Humility,is ,the opposing virtue,virtue,is,humility is the opposing virtue .,"[('Humility', 'nsubj', 'PROPN', []), ('is', 'ROOT', 'VERB', [Humility, virtue, .]), ('the', 'det', 'DET', []), ('opposing', 'amod', 'ADJ', []), ('virtue', 'attr', 'NOUN', [the, opposing]), ('.', 'punct', 'PUNCT', [])]"
Avarice,is about,greed and,greed,is,mammon : avarice is about greed and,"[('Mammon', 'npadvmod', 'PROPN', []), (':', 'punct', 'PUNCT', []), ('Avarice', 'nsubj', 'NOUN', []), ('is', 'ROOT', 'VERB', [Mammon, :, Avarice, about]), ('about', 'prep', 'ADP', [greed]), ('greed', 'pobj', 'NOUN', [and]), ('and', 'cc', 'CCONJ', [])]"
Sufﬁciency,is ,the opposing virtue,virtue,is,sufﬁciency is the opposing virtue .  ,"[('Sufﬁciency', 'nsubj', 'NOUN', []), ('is', 'ROOT', 'VERB', [Sufﬁciency, virtue, .]), ('the', 'det', 'DET', []), ('opposing', 'amod', 'ADJ', []), ('virtue', 'attr', 'NOUN', [the, opposing]), ('.', 'punct', 'PUNCT', [ ]), (' ', '', 'SPACE', [])]"
One,is ,the Ten Commandments,Commandments,is,one of the ten commandments is “,"[('One', 'nsubj', 'NUM', [of]), ('of', 'prep', 'ADP', [Commandments]), ('the', 'det', 'DET', []), ('Ten', 'nummod', 'PROPN', []), ('Commandments', 'pobj', 'PROPN', [the, Ten]), ('is', 'ROOT', 'VERB', [One, “]), ('“', 'attr', 'PUNCT', [])]"
It,is ,possible,possible,is,it is possible to commit the sin of envy even when one has no money or,"[('It', 'nsubj', 'PRON', []), ('is', 'ROOT', 'VERB', [It, possible, commit]), ('possible', 'acomp', 'ADJ', []), ('to', 'aux', 'PART', []), ('commit', 'xcomp', 'VERB', [to, sin, has]), ('the', 'det', 'DET', []), ('sin', 'dobj', 'NOUN', [the, of]), ('of', 'prep', 'ADP', [envy]), ('envy', 'pobj', 'NOUN', []), ('even', 'advmod', 'ADV', []), ('when', 'advmod', 'ADV', []), ('one', 'nsubj', 'PRON', []), ('has', 'advcl', 'VERB', [even, when, one, money]), ('no', 'det', 'DET', []), ('money', 'dobj', 'NOUN', [no, or]), ('or', 'cc', 'CCONJ', [])]"
LEVIATHAN,is ,the monster SERPENT creature from the depths that swallows its victims whole,creature,is,leviathan is the monster serpent creature from the depths that swallows its victims whole .,"[('LEVIATHAN', 'nsubj', 'NOUN', []), ('is', 'ROOT', 'VERB', [LEVIATHAN, creature, .]), ('the', 'det', 'DET', []), ('monster', 'compound', 'NOUN', []), ('SERPENT', 'compound', 'PROPN', [monster]), ('creature', 'attr', 'NOUN', [the, SERPENT, from]), ('from', 'prep', 'ADP', [depths]), ('the', 'det', 'DET', []), ('depths', 'pobj', 'NOUN', [the, swallows]), ('that', 'nsubj', 'ADJ', []), ('swallows', 'relcl', 'VERB', [that, victims, whole]), ('its', 'poss', 'ADJ', []), ('victims', 'dobj', 'NOUN', [its]), ('whole', 'oprd', 'ADJ', []), ('.', 'punct', 'PUNCT', [])]"
Charity,is ,its opposing virtue,virtue,is,charity is its opposing virtue .  ,"[('Charity', 'nsubj', 'NOUN', []), ('is', 'ROOT', 'VERB', [Charity, virtue, .]), ('its', 'poss', 'ADJ', []), ('opposing', 'amod', 'ADJ', []), ('virtue', 'attr', 'NOUN', [its, opposing]), ('.', 'punct', 'PUNCT', [ ]), (' ', '', 'SPACE', [])]"
BEELZEBUB,is ,the Flies,Flies,is,beelzebub ( lord of the flies ) is the prince of demons and,"[('BEELZEBUB', 'nsubj', 'PROPN', [(, Lord, )]), ('(', 'punct', 'PUNCT', []), ('Lord', 'appos', 'PROPN', [of]), ('of', 'prep', 'ADP', [Flies]), ('the', 'det', 'DET', []), ('Flies', 'pobj', 'PROPN', [the]), (')', 'punct', 'PUNCT', []), ('is', 'ROOT', 'VERB', [BEELZEBUB, Prince, and]), ('the', 'det', 'DET', []), ('Prince', 'attr', 'PROPN', [the, of]), ('of', 'prep', 'ADP', [Demons]), ('Demons', 'pobj', 'PROPN', []), ('and', 'cc', 'CCONJ', [])]"
Sobriety,is ,the opposing virtue,virtue,is,sobriety is the opposing virtue .  ,"[('Sobriety', 'nsubj', 'NOUN', []), ('is', 'ROOT', 'VERB', [Sobriety, virtue, .]), ('the', 'det', 'DET', []), ('opposing', 'amod', 'ADJ', []), ('virtue', 'attr', 'NOUN', [the, opposing]), ('.', 'punct', 'PUNCT', [ ]), (' ', '', 'SPACE', [])]"
Lust,is ,the ﬁrst carnal deadly sin,sin,is,asmodeus : lust is the ﬁrst carnal deadly sin and,"[('Asmodeus', 'dep', 'PROPN', []), (':', 'punct', 'PUNCT', []), ('Lust', 'nsubj', 'NOUN', []), ('is', 'ROOT', 'VERB', [Asmodeus, :, Lust, sin, and]), ('the', 'det', 'DET', []), ('ﬁrst', 'amod', 'ADJ', []), ('carnal', 'amod', 'ADJ', []), ('deadly', 'amod', 'ADJ', []), ('sin', 'attr', 'NOUN', [the, ﬁrst, carnal, deadly]), ('and', 'cc', 'CCONJ', [])]"
ASMODEUS,is ,a major demon who ﬁgures in many POSSESSION cases and,demon,is,asmodeus is a major demon who ﬁgures in many possession cases and,"[('ASMODEUS', 'nsubj', 'PROPN', []), ('is', 'ROOT', 'VERB', [ASMODEUS, demon]), ('a', 'det', 'DET', []), ('major', 'amod', 'ADJ', []), ('demon', 'attr', 'NOUN', [a, major, ﬁgures]), ('who', 'nsubj', 'NOUN', []), ('ﬁgures', 'relcl', 'VERB', [who, in, and]), ('in', 'prep', 'ADP', [cases]), ('many', 'amod', 'ADJ', []), ('POSSESSION', 'compound', 'NOUN', []), ('cases', 'pobj', 'NOUN', [many, POSSESSION]), ('and', 'cc', 'CCONJ', [])]"
Chastity,is ,the opposing virtue,virtue,is,chastity is the opposing virtue .  ,"[('Chastity', 'nsubj', 'NOUN', []), ('is', 'ROOT', 'VERB', [Chastity, virtue, .]), ('the', 'det', 'DET', []), ('opposing', 'amod', 'ADJ', []), ('virtue', 'attr', 'NOUN', [the, opposing]), ('.', 'punct', 'PUNCT', [ ]), (' ', '', 'SPACE', [])]"
It,is ,easy to spark,easy,is,"it is easy to spark , and","[('It', 'nsubj', 'PRON', []), ('is', 'ROOT', 'VERB', [It, easy, ,, and]), ('easy', 'acomp', 'ADJ', [spark]), ('to', 'aux', 'PART', []), ('spark', 'xcomp', 'VERB', [to]), (',', 'punct', 'PUNCT', []), ('and', 'cc', 'CCONJ', [])]"
Patience,is ,the opposing virtue,virtue,is,” patience is the opposing virtue .,"[('”', 'compound', 'PUNCT', []), ('Patience', 'nsubj', 'NOUN', [”]), ('is', 'ROOT', 'VERB', [Patience, virtue, .]), ('the', 'det', 'DET', []), ('opposing', 'amod', 'ADJ', []), ('virtue', 'attr', 'NOUN', [the, opposing]), ('.', 'punct', 'PUNCT', [])]"
sin,is ,"sloth , which spawns laziness , carelessness , apathy , and",sloth,is,"the second carnal SIN is sloth , which spawns laziness , carelessness , apathy , and","[('The', 'det', 'DET', []), ('second', 'amod', 'ADJ', []), ('carnal', 'amod', 'ADJ', []), ('sin', 'nsubj', 'NOUN', [The, second, carnal]), ('is', 'ROOT', 'VERB', [sin, sloth]), ('sloth', 'attr', 'NOUN', [,, spawns]), (',', 'punct', 'PUNCT', []), ('which', 'nsubj', 'ADJ', []), ('spawns', 'relcl', 'VERB', [which, laziness]), ('laziness', 'dobj', 'NOUN', [,, carelessness]), (',', 'punct', 'PUNCT', []), ('carelessness', 'conj', 'NOUN', [,, apathy]), (',', 'punct', 'PUNCT', []), ('apathy', 'conj', 'NOUN', [,, and]), (',', 'punct', 'PUNCT', []), ('and', 'cc', 'CCONJ', [])]"
Diligence,is ,the opposing virtue,virtue,is,diligence is the opposing virtue .  ,"[('Diligence', 'nsubj', 'NOUN', []), ('is', 'ROOT', 'VERB', [Diligence, virtue, .]), ('the', 'det', 'DET', []), ('opposing', 'amod', 'ADJ', []), ('virtue', 'attr', 'NOUN', [the, opposing]), ('.', 'punct', 'PUNCT', [ ]), (' ', '', 'SPACE', [])]"
he,was ,subject,subject,was,"oddly , HE was subject to ﬁts himself .  ","[('Oddly', 'advmod', 'ADV', []), (',', 'punct', 'PUNCT', []), ('he', 'nsubj', 'PRON', []), ('was', 'ROOT', 'VERB', [Oddly, ,, he, subject, ﬁts, .]), ('subject', 'acomp', 'ADJ', []), ('to', 'aux', 'ADP', []), ('ﬁts', 'advcl', 'PRON', [to, himself]), ('himself', 'dobj', 'PRON', []), ('.', 'punct', 'PUNCT', [ ]), (' ', '', 'SPACE', [])]"
Hartley,was ,skilled in herbal remedies and,skilled,was,hartley was skilled in herbal remedies and,"[('Hartley', 'nsubj', 'PROPN', []), ('was', 'ROOT', 'VERB', [Hartley, skilled]), ('skilled', 'acomp', 'ADJ', [in]), ('in', 'prep', 'ADP', [remedies]), ('herbal', 'amod', 'ADJ', []), ('remedies', 'pobj', 'NOUN', [herbal, and]), ('and', 'cc', 'CCONJ', [])]"
spirits,was against,the law,law,was,conjuring SPIRITS was against the law and,"[('Conjuring', 'amod', 'VERB', []), ('spirits', 'nsubj', 'NOUN', [Conjuring]), ('was', 'ROOT', 'VERB', [spirits, against]), ('against', 'prep', 'ADP', [law, and]), ('the', 'det', 'DET', []), ('law', 'pobj', 'NOUN', [the]), ('and', 'cc', 'CCONJ', [])]"
Hartley,was ,that,that,was,there was no evidence that hartley had done so .  ,"[('there', 'expl', 'ADV', []), ('was', 'ROOT', 'VERB', [there, evidence, .]), ('no', 'det', 'DET', []), ('evidence', 'attr', 'NOUN', [no, done]), ('that', 'dobj', 'ADP', []), ('Hartley', 'nsubj', 'PROPN', []), ('had', 'aux', 'VERB', []), ('done', 'acl', 'VERB', [that, Hartley, had, so]), ('so', 'advmod', 'ADV', []), ('.', 'punct', 'PUNCT', [ ]), (' ', '', 'SPACE', [])]"
that,be ,him,him,be,be meete with him THAT sought my death .,"[('be', 'ROOT', 'VERB', [meete, sought, .]), ('meete', 'acomp', 'ADJ', [with]), ('with', 'prep', 'ADP', [him]), ('him', 'pobj', 'PRON', []), ('that', 'nsubj', 'ADJ', []), ('sought', 'ccomp', 'VERB', [that, death]), ('my', 'poss', 'ADJ', []), ('death', 'dobj', 'NOUN', [my]), ('.', 'punct', 'PUNCT', [])]"
it,was ,all the court needed to dispatch him,court,was,"IT was all the court needed to dispatch him , and","[('it', 'nsubj', 'PRON', []), ('was', 'ROOT', 'VERB', [it, court, ,, and]), ('all', 'predet', 'ADJ', []), ('the', 'det', 'DET', []), ('court', 'attr', 'NOUN', [all, the, needed]), ('needed', 'acl', 'VERB', [dispatch]), ('to', 'aux', 'PART', []), ('dispatch', 'advcl', 'VERB', [to, him]), ('him', 'dobj', 'PRON', []), (',', 'punct', 'PUNCT', []), ('and', 'cc', 'CCONJ', [])]"
one,were ,never to be troubled so again,troubled,were,ONE were never to be troubled so again .,"[('one', 'nsubj', 'PRON', []), ('were', 'ROOT', 'VERB', [one, troubled, .]), ('never', 'neg', 'ADV', []), ('to', 'aux', 'PART', []), ('be', 'auxpass', 'VERB', []), ('troubled', 'acomp', 'VERB', [never, to, be, again]), ('so', 'advmod', 'ADV', []), ('again', 'advmod', 'ADV', [so]), ('.', 'punct', 'PUNCT', [])]"
Shamsiel,is according,a fallen angel,angel,is,"as a fallen angel , shamsiel is one of the watchers , according to the book of jubilees .","[('As', 'prep', 'ADP', [angel]), ('a', 'det', 'DET', []), ('fallen', 'amod', 'VERB', []), ('angel', 'pobj', 'NOUN', [a, fallen]), (',', 'punct', 'PUNCT', []), ('Shamsiel', 'nsubj', 'PROPN', []), ('is', 'ROOT', 'VERB', [As, ,, Shamsiel, one, ,, according, .]), ('one', 'attr', 'NUM', [of]), ('of', 'prep', 'ADP', [WATCHERS]), ('the', 'det', 'DET', []), ('WATCHERS', 'pobj', 'PROPN', [the]), (',', 'punct', 'PUNCT', []), ('according', 'prep', 'VERB', [to]), ('to', 'prep', 'ADP', [book]), ('the', 'det', 'DET', []), ('book', 'pobj', 'NOUN', [the, of]), ('of', 'prep', 'ADP', [Jubilees]), ('Jubilees', 'pobj', 'PROPN', []), ('.', 'punct', 'PUNCT', [])]"
he,is ,1 Enoch,Enoch,is,in 1 enoch HE is a fallen angel who teacHEs tHE signs of tHE sun .  ,"[('In', 'prep', 'ADP', [Enoch]), ('1', 'nummod', 'NUM', []), ('Enoch', 'pobj', 'PROPN', [1]), ('he', 'nsubj', 'PRON', []), ('is', 'ROOT', 'VERB', [In, he, angel, .]), ('a', 'det', 'DET', []), ('fallen', 'amod', 'VERB', []), ('angel', 'attr', 'NOUN', [a, fallen, teaches]), ('who', 'nsubj', 'NOUN', []), ('teaches', 'relcl', 'VERB', [who, signs]), ('the', 'det', 'DET', []), ('signs', 'dobj', 'NOUN', [the, of]), ('of', 'prep', 'ADP', [Sun]), ('the', 'det', 'DET', []), ('Sun', 'pobj', 'PROPN', [the]), ('.', 'punct', 'PUNCT', [ ]), (' ', '', 'SPACE', [])]"
Shamsiel,is ,a good angel,angel,is,"as a good angel , shamsiel is a prince of paradise , guardian of eden , and","[('As', 'prep', 'ADP', [angel]), ('a', 'det', 'DET', []), ('good', 'amod', 'ADJ', []), ('angel', 'pobj', 'NOUN', [a, good]), (',', 'punct', 'PUNCT', []), ('Shamsiel', 'nsubj', 'PROPN', []), ('is', 'ROOT', 'VERB', [As, ,, Shamsiel, prince]), ('a', 'det', 'DET', []), ('prince', 'attr', 'NOUN', [a, of]), ('of', 'prep', 'ADP', [paradise]), ('paradise', 'pobj', 'PROPN', [,, guardian]), (',', 'punct', 'PUNCT', []), ('guardian', 'appos', 'NOUN', [of, ,, and]), ('of', 'prep', 'ADP', [Eden]), ('Eden', 'pobj', 'PROPN', []), (',', 'punct', 'PUNCT', []), ('and', 'cc', 'CCONJ', [])]"
he,is ,the Zohar,Zohar,is,"according to tHE zohar , HE is chief of 365 legions of angels and","[('According', 'prep', 'VERB', [to]), ('to', 'prep', 'ADP', [Zohar]), ('the', 'det', 'DET', []), ('Zohar', 'pobj', 'PROPN', [the]), (',', 'punct', 'PUNCT', []), ('he', 'nsubj', 'PRON', []), ('is', 'ROOT', 'VERB', [According, ,, he, chief, and]), ('chief', 'attr', 'ADJ', [of]), ('of', 'prep', 'ADP', [LEGIONs]), ('365', 'nummod', 'NUM', []), ('LEGIONs', 'pobj', 'NOUN', [365, of]), ('of', 'prep', 'ADP', [angels]), ('angels', 'pobj', 'NOUN', []), ('and', 'cc', 'CCONJ', [])]"
Shax,is ,a marquis who has the form   of a stork and,marquis,is,shax is a marquis who has the form   of a stork and,"[('Shax', 'nsubj', 'PROPN', []), ('is', 'ROOT', 'VERB', [Shax, marquis]), ('a', 'det', 'DET', []), ('marquis', 'attr', 'NOUN', [a, has]), ('who', 'nsubj', 'NOUN', []), ('has', 'relcl', 'VERB', [who, form, and]), ('the', 'det', 'DET', []), ('form', 'dobj', 'NOUN', [the,  , of]), (' ', '', 'SPACE', []), ('of', 'prep', 'ADP', [stork]), ('a', 'det', 'DET', []), ('stork', 'pobj', 'NOUN', [a]), ('and', 'cc', 'CCONJ', [])]"
he,be ,anything,anything,be,"after HE is commanded into tHE magician ’s triangle , shax will transport anything ; otHErwise , HE will be deceptive .","[('After', 'mark', 'ADP', []), ('he', 'nsubjpass', 'PRON', []), ('is', 'auxpass', 'VERB', []), ('commanded', 'advcl', 'VERB', [After, he, is, into]), ('into', 'prep', 'ADP', [triangle]), ('the', 'det', 'DET', []), ('magician', 'poss', 'NOUN', [the, ’s]), ('’s', 'case', 'PART', []), ('triangle', 'pobj', 'NOUN', [magician]), (',', 'punct', 'PUNCT', []), ('Shax', 'nsubj', 'PROPN', []), ('will', 'aux', 'VERB', []), ('transport', 'ccomp', 'VERB', [commanded, ,, Shax, will, anything]), ('anything', 'dobj', 'NOUN', []), (';', 'punct', 'PUNCT', []), ('otherwise', 'advmod', 'ADV', []), (',', 'punct', 'PUNCT', []), ('he', 'nsubj', 'PRON', []), ('will', 'aux', 'VERB', []), ('be', 'ROOT', 'VERB', [transport, ;, otherwise, ,, he, will, deceptive, .]), ('deceptive', 'acomp', 'ADJ', []), ('.', 'punct', 'PUNCT', [])]"
they,are ,evil spirits who have cock ’s feet,spirits,are,"arabic mythology , THEY are evil spirits who have cock ’s feet .  ","[('Arabic', 'amod', 'ADJ', []), ('mythology', 'npadvmod', 'NOUN', [Arabic]), (',', 'punct', 'PUNCT', []), ('they', 'nsubj', 'PRON', []), ('are', 'ROOT', 'VERB', [mythology, ,, they, spirits, .]), ('evil', 'amod', 'ADJ', []), ('spirits', 'attr', 'NOUN', [evil, have]), ('who', 'nsubj', 'NOUN', []), ('have', 'relcl', 'VERB', [who, feet]), ('cock', 'poss', 'NOUN', [’s]), ('’s', 'case', 'PART', []), ('feet', 'dobj', 'NOUN', [cock]), ('.', 'punct', 'PUNCT', [ ]), (' ', '', 'SPACE', [])]"
shedim,were ,later lore,lore,were,"in later lore , the SHEDIM were hairy , wild demons who lived in the woods and","[('In', 'prep', 'ADP', [lore]), ('later', 'amod', 'ADJ', []), ('lore', 'pobj', 'NOUN', [later]), (',', 'punct', 'PUNCT', []), ('the', 'det', 'DET', []), ('shedim', 'nsubj', 'NOUN', [the]), ('were', 'ROOT', 'VERB', [In, ,, shedim, DEMONs]), ('hairy', 'amod', 'ADJ', []), (',', 'punct', 'PUNCT', []), ('wild', 'amod', 'ADJ', []), ('DEMONs', 'attr', 'NOUN', [hairy, ,, wild, lived]), ('who', 'nsubj', 'NOUN', []), ('lived', 'relcl', 'VERB', [who, in, and]), ('in', 'prep', 'ADP', [woods]), ('the', 'det', 'DET', []), ('woods', 'pobj', 'NOUN', [the]), ('and', 'cc', 'CCONJ', [])]"
