Subject,Predicate W/ Prepositions,Object Subtree,Sentence in Context,Object,Predicate,Parse Tree
Apollyon,is ,the Greek name,”===APOLLYON is the greek name .  ===in magic abaddon is often equated with satan and samael .,name,is,"Apollyon | nsubj | PROPN | []
died | relcl | VERB | [who, had, in]
in | prep | ADP | [Florence]
Florence | pobj | PROPN | []
; | punct | PUNCT | []
Demoniality | nsubj | PROPN | []
was | ROOT | VERB | [acquired, ;, Demoniality, among, .]
among | prep | ADP | [manuscripts]
the | det | DET | []
manuscripts | pobj | NOUN | [the]
. | punct | PUNCT | []"
It,was ,"only 86 pages in length ,","the shop had acquired part of the collection of a man who had died in florence ; demoniality was among the manuscripts .===IT was only 86 pages in length , handwrITten in latin on ITalian parchment .===lisieux translated it into french and published it in 1875 .",pages,was,"It | nsubj | PRON | []
was | ROOT | VERB | [It, pages, handwritten, .]
only | advmod | ADV | []
86 | nummod | NUM | [only]
pages | attr | NOUN | [86, in, ,]
in | prep | ADP | [length]
length | pobj | NOUN | []
, | punct | PUNCT | []
handwritten | advcl | ADJ | [in, on]
in | prep | ADP | [Latin]
Latin | pobj | PROPN | []
on | prep | ADP | [parchment]
Italian | amod | ADJ | []
parchment | pobj | NOUN | [Italian]
. | punct | PUNCT | []"
he,was ,the manuscript,"the incubus of hieronyma sinistrari relates one such case he was involved in himself .===about 25 years prior to tHE time HE wrote tHE manuscript , HE was a lecturer on tHEology in tHE convent of tHE holy cross in pavia .===a married woman named hieronyma , of “ unimpeachable morality , ” was pestered by such an incubus .",manuscript,was,"About | advmod | ADV | []
25 | nummod | NUM | [About]
years | npadvmod | NOUN | [25]
prior | advmod | ADV | [years, to]
to | prep | ADP | [time]
the | det | DET | []
time | pobj | NOUN | [the, wrote]
he | nsubj | PRON | []
wrote | relcl | VERB | [he, manuscript]
the | det | DET | []
manuscript | dobj | NOUN | [the]
, | punct | PUNCT | []
he | nsubj | PRON | []
was | ROOT | VERB | [prior, ,, he, lecturer, .]
a | det | DET | []
lecturer | attr | NOUN | [a, on, in]
on | prep | ADP | [theology]
theology | pobj | NOUN | []
in | prep | ADP | [convent]
the | det | DET | []
convent | pobj | NOUN | [the, of]
of | prep | ADP | [Cross]
the | det | DET | []
Holy | compound | PROPN | []
Cross | pobj | PROPN | [the, Holy, in]
in | prep | ADP | [Pavia]
Pavia | pobj | PROPN | []
. | punct | PUNCT | []"
he,was ,her loaves,"one day she kneaded bread and took it to a baker for baking .===wHEn HE gave HEr back HEr loaves , tHEre was a large cake of peculiar shape among tHEm , made of butter and venetian paste .===hieronyma said it was not hers , but the baker insisted it was , and she had just forgotten about it .",loaves,was,"When | advmod | ADV | []
he | nsubj | PRON | []
gave | advcl | VERB | [When, he, her, back, loaves]
her | dobj | PRON | []
back | advmod | ADV | []
her | poss | ADJ | []
loaves | dobj | NOUN | [her]
, | punct | PUNCT | []
there | expl | ADV | []
was | ROOT | VERB | [gave, ,, there, cake, .]
a | det | DET | []
large | amod | ADJ | []
cake | attr | NOUN | [a, large, of, among, ,, made]
of | prep | ADP | [shape]
peculiar | amod | ADJ | []
shape | pobj | NOUN | [peculiar]
among | prep | ADP | [them]
them | pobj | PRON | []
, | punct | PUNCT | []
made | acl | VERB | [of]
of | prep | ADP | [butter]
butter | pobj | NOUN | [and, paste]
and | cc | CCONJ | []
Venetian | amod | ADJ | []
paste | conj | NOUN | [Venetian]
. | punct | PUNCT | []"
demon,appearing to in,her,"but the priests could ﬁnd no evidence of an evil spirit in her , so they blessed the house , the bedroom , and the bed and ordered the incubus to stop pestering her .  ===the DEMON started appearing to her in the form of a handsome young man with golden hair and beard , sea - green eyes , and beautiful spanish clothing .===he approached her even when she was with others , and no one else could see him .",her,appearing,"The | det | DET | []
demon | nsubj | NOUN | [The]
started | aux | VERB | []
appearing | ROOT | VERB | [demon, started, to, in, .]
to | prep | ADP | [her]
her | pobj | PRON | []
in | prep | ADP | [form]
the | det | DET | []
form | pobj | NOUN | [the, of]
of | prep | ADP | [man]
a | det | DET | []
handsome | amod | ADJ | []
young | amod | ADJ | []
man | pobj | NOUN | [a, handsome, young, with, ,, eyes]
with | prep | ADP | [hair]
golden | amod | ADJ | []
hair | pobj | NOUN | [golden, and, beard]
and | cc | CCONJ | []
beard | conj | NOUN | []
, | punct | PUNCT | []
sea | npadvmod | NOUN | []
- | punct | PUNCT | []
green | amod | ADJ | [sea, -]
eyes | conj | NOUN | [green, ,, and, clothing]
, | punct | PUNCT | []
and | cc | CCONJ | []
beautiful | amod | ADJ | []
Spanish | amod | ADJ | []
clothing | conj | NOUN | [beautiful, Spanish]
. | punct | PUNCT | []"
she,was ,the frock,"she promised to wear a shapeless frock with a cord , like those worn by the franciscans , for an entire year , if the saint would intercede and expel the incubus .  ===the day after SHE donned the frock was michaelmas day , and hieronyma went to mass .===as soon as she set foot on the threshold of the church , a gust of wind hit her and her clothing fell off and disappeared , leaving her naked and embarrassed .",frock,was,"The | det | DET | []
day | npadvmod | NOUN | [The]
after | mark | ADP | []
she | nsubj | PRON | []
donned | csubj | VERB | [day, after, she, frock]
the | det | DET | []
frock | dobj | NOUN | [the]
was | ROOT | VERB | [donned, Day, ,, and, went]
Michaelmas | compound | PROPN | []
Day | attr | PROPN | [Michaelmas]
, | punct | PUNCT | []
and | cc | CCONJ | []
Hieronyma | nsubj | PROPN | []
went | conj | VERB | [Hieronyma, to, .]
to | prep | ADP | [mass]
mass | pobj | NOUN | []
. | punct | PUNCT | []"
consent,is through,a sin,"“===consequently , CONSENT is not a sin through ungodliness , but merely through incontinence , ” he said .===it is on the same level as bestiality and sodomy .",sin,is,"Consequently | advmod | ADV | []
, | punct | PUNCT | []
consent | nsubj | NOUN | []
is | ROOT | VERB | [Consequently, ,, consent, not, sin, through, ,, but, said]
not | neg | ADV | []
a | det | DET | []
sin | attr | NOUN | [a]
through | prep | ADP | [ungodliness]
ungodliness | pobj | NOUN | []
, | punct | PUNCT | []
but | cc | CCONJ | []
merely | advmod | ADV | []
through | prep | ADP | [merely, incontinence]
incontinence | pobj | NOUN | []
, | punct | PUNCT | []
” | punct | NOUN | []
he | nsubj | PRON | []
said | conj | VERB | [through, ,, ”, he, .]
. | punct | PUNCT | []"
It,is on,the same level as bestiality and sodomy,"consequently , consent is not a sin through ungodliness , but merely through incontinence , ” he said .===IT is on the same level as bestialITy and sodomy .===these acts differ , he said , from intentional intercourse with demons , such as attributed to witches at sabbats and those who had made pacts with the devil .  ",level,is,"It | nsubj | PRON | []
is | ROOT | VERB | [It, on, .]
on | prep | ADP | [level]
the | det | DET | []
same | amod | ADJ | []
level | pobj | NOUN | [the, same, as]
as | prep | ADP | [bestiality]
bestiality | pobj | NOUN | [and, sodomy]
and | cc | CCONJ | []
sodomy | conj | NOUN | []
. | punct | PUNCT | []"
incubi,are ,"perfect , rational animals with rational souls","however , he argued , their passion had to spring from the senses , and one could not have senses without physical organs through a combination of body and soul .===therefore , INCUBI are perfect , rational animals with rational souls .===they are not the same as the possessing evil spirits , who ﬂee at the signs of holiness or entice witches into pacts , he said .",animals,are,"Therefore | advmod | ADV | []
, | punct | PUNCT | []
incubi | nsubj | NOUN | []
are | ROOT | VERB | [Therefore, ,, incubi, animals, .]
perfect | amod | ADJ | []
, | punct | PUNCT | []
rational | amod | ADJ | []
animals | attr | NOUN | [perfect, ,, rational, with]
with | prep | ADP | [souls]
rational | amod | ADJ | []
souls | pobj | NOUN | [rational]
. | punct | PUNCT | []"
purpose,is ,sex,"since animals do not have souls , he said , the incubi can not have a purpose of ruining and damning their souls .===again , the only PURPOSE is sex .  ===sinistrari deduced the demon had a ﬁery nature and so prescribed the opposite , herbs that were “ cold ” : water lily , agrimony , spurge , mandrake , house - leek , plantain , henbane , and others .",sex,is,"Again | advmod | ADV | []
, | punct | PUNCT | []
the | det | DET | []
only | amod | ADJ | []
purpose | nsubj | NOUN | [the, only]
is | ROOT | VERB | [Again, ,, purpose, sex, .]
sex | attr | NOUN | []
. | punct | PUNCT | [ ]
  |  | SPACE | []"
offspring,are ,incubi and humans,"they , have their own sperm and can reproduce themselves and impregnate human women on their own , he said , refuting the prevailing view that in order to impregnate a woman , a demon had to become a succubus to seduce a man and then change into an incubus to seduce a woman .===however , the OFFSPRING of incubi and humans are barren , he said , and do not reproduce on their own .  ===sinistrari would have been in a minority in his time concerning his views on copulating demons .",incubi,are,"However | advmod | ADV | []
, | punct | PUNCT | []
the | det | DET | []
offspring | nsubj | NOUN | [the, of]
of | prep | ADP | [incubi]
incubi | pobj | NOUN | [and, humans]
and | cc | CCONJ | []
humans | conj | NOUN | []
are | ROOT | VERB | [However, ,, offspring, barren, said, and, reproduce, .]
barren | acomp | ADJ | []
, | punct | PUNCT | []
he | nsubj | PRON | []
said | parataxis | VERB | [,, he, ,]
, | punct | PUNCT | []
and | cc | CCONJ | []
do | aux | VERB | []
not | neg | ADV | []
reproduce | conj | VERB | [do, not, on]
on | prep | ADP | [own]
their | poss | ADJ | []
own | pobj | ADJ | [their]
. | punct | PUNCT | [ ]
  |  | SPACE | []"
Sinistrari,been in in concerning,a minority,"however , the offspring of incubi and humans are barren , he said , and do not reproduce on their own .  ===SINISTRARI would have been in a minority in his time concerning his views on copulating demons .===by the 17th century , there were other skeptics about sabbats , devil pacts , and other infernal activities ; r eginald scot had been vocal in the century before .",minority,been,"Sinistrari | nsubj | PROPN | []
would | aux | VERB | []
have | aux | VERB | []
been | ROOT | VERB | [Sinistrari, would, have, in, in, concerning, .]
in | prep | ADP | [minority]
a | det | DET | []
minority | pobj | NOUN | [a]
in | prep | ADP | [time]
his | poss | ADJ | []
time | pobj | NOUN | [his]
concerning | prep | VERB | [views]
his | poss | ADJ | []
views | pobj | NOUN | [his, on]
on | prep | ADP | [copulating]
copulating | pcomp | VERB | [demons]
demons | dobj | NOUN | []
. | punct | PUNCT | []"
SCOT,been in,"sabbats , Devil pacts , and other infernal activities","sinistrari would have been in a minority in his time concerning his views on copulating demons .===by the 17th century , there were other skeptics about sabbats , devil pacts , and other infernal activities ; r eginald SCOT had been vocal in the century before .===it is not known why sinistrari ’s manuscript remained unknown for 171 years after his death .",sabbats,been,"By | prep | ADP | [century]
the | det | DET | []
17th | amod | ADJ | []
century | pobj | NOUN | [the, 17th]
, | punct | PUNCT | []
there | expl | ADV | []
were | ccomp | VERB | [By, ,, there, skeptics]
other | amod | ADJ | []
skeptics | attr | NOUN | [other, about]
about | prep | ADP | [sabbats]
sabbats | pobj | NOUN | [,, pacts]
, | punct | PUNCT | []
Devil | compound | PROPN | []
pacts | conj | NOUN | [Devil, ,, and, activities]
, | punct | PUNCT | []
and | cc | CCONJ | []
other | amod | ADJ | []
infernal | amod | ADJ | []
activities | conj | NOUN | [other, infernal]
; | punct | PUNCT | []
R | compound | NOUN | []
EGINALD | compound | VERB | [R]
SCOT | nsubj | PROPN | [EGINALD]
had | aux | VERB | []
been | ROOT | VERB | [were, ;, SCOT, had, vocal, in, .]
vocal | acomp | ADJ | []
in | prep | ADP | [century]
the | det | DET | []
century | pobj | NOUN | [the, before]
before | advmod | ADV | []
. | punct | PUNCT | []"
ANGEL,is ,SOLOMON Sitri,"sitri  ===fallen ANGEL and 12th of the 72 spirits of solomon sitri is a great prince who appears ﬁrst with a leop-   lated to add up to the numerical value of 666 .===revelation makes reference to roman emperors who claimed deity , and “ nero caesar ” adds up to 666 .",Sitri,is,"FALLEN | compound | VERB | []
ANGEL | nsubj | PROPN | [FALLEN, and, 12th, of]
and | cc | CCONJ | []
12th | conj | NOUN | []
of | prep | ADP | [SPIRITS]
the | det | DET | []
72 | nummod | NUM | []
SPIRITS | pobj | NOUN | [the, 72, OF]
OF | prep | ADP | [Sitri]
SOLOMON | compound | PROPN | []
Sitri | pobj | PROPN | [SOLOMON]
is | ROOT | VERB | [ANGEL, prince, .]
a | det | DET | []
great | amod | ADJ | []
prince | attr | NOUN | [a, great, appears]
who | nsubj | NOUN | []
appears | relcl | VERB | [who, ﬁrst, with]
ﬁrst | oprd | ADJ | []
with | prep | ADP | [lated]
a | det | DET | []
leop- | poss | NOUN | [a,  ]
  |  | SPACE | []
lated | pobj | VERB | [leop-, add]
to | aux | PART | []
add | relcl | VERB | [to, up, to]
up | prt | PART | []
to | prep | ADP | [value]
the | det | DET | []
numerical | amod | ADJ | []
value | pobj | NOUN | [the, numerical, of]
of | prep | ADP | [666]
666 | pobj | NUM | []
. | punct | PUNCT | []"
Sun,is ,the K ABBALAH,"he associated 666 with the powers of the sun , not evil .===in the k abbalah , the SUN is the sixth emanation from god .===a magical square expressing the sun adds up to 666 .",ABBALAH,is,"In | prep | ADP | [ABBALAH]
the | det | DET | []
K | compound | PROPN | []
ABBALAH | pobj | PROPN | [the, K]
, | punct | PUNCT | []
the | det | DET | []
Sun | nsubj | PROPN | [the]
is | ROOT | VERB | [In, ,, Sun, emanation, .]
the | det | DET | []
sixth | amod | ADJ | []
emanation | attr | NOUN | [the, sixth, from]
from | prep | ADP | [God]
God | pobj | PROPN | []
. | punct | PUNCT | []"
sum,is ,all the squares,"a square composed of 36 squares ( 6 times 6 ) contains the numbers 1 through 36 so that any line connecting the numbers , horizontal , vertical , or diagonal , adds up to 111 .===the SUM of all the squares is 666 .  ===in 1934 , crowley testiﬁed in a lawsuit and was asked about his self - designations of “",squares,is,"The | det | DET | []
sum | nsubj | NOUN | [The, of]
of | prep | ADP | [squares]
all | predet | ADJ | []
the | det | DET | []
squares | pobj | NOUN | [all, the]
is | ROOT | VERB | [sum, 666, .]
666 | attr | NUM | []
. | punct | PUNCT | [ ]
  |  | SPACE | []"
Crowley,was ,"able to make his own name add up to 666 by using Hebrew letters and adding his middle initial , E , which he never used otherwise","however , languages and numbers can be manipulated to arrive at 666 for any name .===CROWLEY was able to make his own name add up to 666 by using hebrew letters and adding his middle initial , e , which he never used otherwise .===the number 666 has been so stigmatized that people avoid using it for legitimate purposes .  ",able,was,"Crowley | nsubj | PROPN | []
was | ROOT | VERB | [Crowley, able, .]
able | acomp | ADJ | [make]
to | aux | PART | []
make | xcomp | VERB | [to, add]
his | poss | ADJ | []
own | amod | ADJ | []
name | nsubj | NOUN | [his, own]
add | ccomp | VERB | [name, up, 666, by]
up | prt | PART | []
to | quantmod | ADP | []
666 | dobj | NUM | [to]
by | prep | ADP | [using]
using | pcomp | VERB | [letters, and, adding]
Hebrew | amod | ADJ | []
letters | dobj | NOUN | [Hebrew]
and | cc | CCONJ | []
adding | conj | VERB | [initial]
his | poss | ADJ | []
middle | amod | ADJ | []
initial | dobj | NOUN | [his, middle, ,, E, ,, used]
, | punct | PUNCT | []
E | appos | NOUN | []
, | punct | PUNCT | []
which | dobj | ADJ | []
he | nsubj | PRON | []
never | neg | ADV | []
used | relcl | VERB | [which, he, never, otherwise]
otherwise | advmod | ADV | []
. | punct | PUNCT | []"
life,was ,repayment of a karmic debt for her transgressions as Antoinette,smith claimed she had been a hindu princess and marie antoinette in previous lives .===her present humble LIFE was repayment of a karmic debt for her transgressions as antoinette .===one of the spirits she channeled in trances was cagliostro .,repayment,was,"Her | poss | ADJ | []
